w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[0.7920239, 3.75463, 3.437898, 56.19209, 0.9488415]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
SOLH	2.026858e-03	2.561499e-02	5.736714	1.000000e+00	1.000000e+00	0.005962	4	0	7
SON	6.431837e-02	2.178887e-01	2.702588	8.419086e-01	1.000000e+00	0.197226	12	0	6
SORBS1	3.377835e-01	5.754898e-01	1.241597	6.033340e-01	1.000000e+00	0.821670	13	0	4
SORBS2	4.194436e-02	1.679754e-01	3.063424	8.262367e-01	1.000000e+00	0.247218	20	1	11
SORBS3	7.317047e-02	2.354016e-01	2.612499	6.184382e-01	1.000000e+00	0.791366	2	1	3
SORCS1	4.982321e-04	1.019737e-02	7.020124	1.000000e+00	1.000000e+00	0.001597	4	0	8
SORCS2	1.749652e-01	3.970216e-01	1.824869	6.949945e-01	1.000000e+00	0.556651	14	0	6
SORCS3	4.875174e-03	4.476144e-02	4.975377	8.700632e-01	1.000000e+00	0.114149	67	3	32
SORD	4.206400e-01	6.322811e-01	1.113113	7.950766e-01	1.000000e+00	0.340462	2	0	1
SORL1	4.107290e-05	1.738473e-03	9.227259	8.928747e-01	1.000000e+00	0.030441	59	4	37
SORT1	5.291939e-01	7.017073e-01	0.928565	4.683239e-01	1.000000e+00	1.229533	8	1	3
SOS1	8.006250e-01	8.832427e-01	0.474740	2.958891e-01	1.000000e+00	1.899478	10	0	1
SOS2	1.207668e-01	3.176319e-01	2.192632	8.202168e-01	1.000000e+00	0.273040	9	0	4
SOST	1.806136e-02	1.016687e-01	3.820473	1.000000e+00	1.000000e+00	0.012141	1	0	3
SOSTDC1	5.188846e-01	6.947493e-01	0.955241	7.153095e-01	1.000000e+00	0.513740	3	0	1
SOWAHA	1.234991e-01	3.229070e-01	2.174166	1.000000e+00	1.000000e+00	0.113703	0	0	1
SOWAHB	7.487232e-02	2.382081e-01	2.595228	8.463999e-01	1.000000e+00	0.168887	7	0	5
SOWAHC	2.066770e-01	4.378428e-01	1.662636	8.603539e-01	1.000000e+00	0.124546	1	0	1
SOWAHD	1.207668e-01	3.176319e-01	2.185332	1.000000e+00	1.000000e+00	0.112440	0	0	1
SOX1	2.447766e-02	1.219376e-01	3.560779	1.000000e+00	1.000000e+00	0.028417	0	0	2
SOX10	9.524947e-01	9.717570e-01	0.201565	1.197489e-01	1.000000e+00	3.059087	8	1	1
SOX11	2.291153e-03	2.780668e-02	5.630092	1.000000e+00	1.000000e+00	0.003588	0	0	3
SOX12	4.339959e-01	6.415591e-01	1.086356	1.000000e+00	1.000000e+00	0.337444	0	0	0
SOX13	5.980571e-02	2.085045e-01	2.761795	8.825583e-01	1.000000e+00	0.074899	3	0	3
SOX14	2.205382e-01	4.545177e-01	1.617971	8.321386e-01	1.000000e+00	0.230908	3	0	2
SOX15	4.731901e-01	6.640029e-01	1.031801	1.000000e+00	1.000000e+00	0.356365	0	0	0
SOX17	9.781760e-01	9.874335e-01	0.153010	1.256081e-01	1.000000e+00	2.990643	7	0	0
SOX18	1.033894e-01	2.905988e-01	2.321938	1.000000e+00	1.000000e+00	0.098083	0	0	1
SOX2	1.823654e-01	4.073759e-01	1.790178	8.700632e-01	1.000000e+00	0.109228	1	0	1
SOX21	5.482821e-01	7.165826e-01	0.886169	2.498304e-01	1.000000e+00	2.110618	0	1	0
SOX3	5.833958e-02	2.054266e-01	2.799816	4.902318e-02	1.000000e+00	4.131009	1	3	3
SOX30	2.514483e-01	4.909554e-01	1.486797	7.273599e-01	1.000000e+00	0.488299	9	0	4
SOX4	2.159434e-01	4.487642e-01	1.622033	8.603539e-01	1.000000e+00	0.134545	1	0	1
SOX5	5.291939e-01	7.017073e-01	0.937792	4.745991e-01	1.000000e+00	1.209977	8	1	3
SOX6	2.620969e-01	5.031160e-01	1.454859	7.635844e-01	1.000000e+00	0.425418	7	0	3
SOX7	6.571913e-01	7.952761e-01	0.697795	3.139469e-01	1.000000e+00	1.815668	14	0	3
SOX8	8.872299e-01	9.334367e-01	0.332839	4.381996e-01	1.000000e+00	1.325950	3	0	0
SOX9	5.678239e-01	7.316215e-01	0.840913	6.514304e-01	1.000000e+00	0.691522	4	0	1
SP1	7.317047e-02	2.354016e-01	2.609785	8.782260e-01	1.000000e+00	0.080228	4	0	4
SP100	6.431837e-02	2.178887e-01	2.708444	7.887800e-01	1.000000e+00	0.369625	9	1	5
SP110	3.021144e-01	5.431773e-01	1.322363	6.033340e-01	1.000000e+00	0.838844	9	1	4
SP140	1.078610e-03	1.743146e-02	6.337305	8.321386e-01	1.000000e+00	0.231517	27	4	17
SP140L	2.814386e-03	3.162753e-02	5.459679	8.866370e-01	1.000000e+00	0.055704	16	0	9
SP2	8.872299e-01	9.334367e-01	0.333194	5.296403e-01	1.000000e+00	1.026486	2	0	0
SP3	1.549020e-01	3.697915e-01	1.956141	8.700632e-01	1.000000e+00	0.115798	2	0	2
SP4	9.888264e-01	9.947954e-01	0.113227	6.175221e-03	1.000000e+00	6.505289	4	2	0
SP5	4.855513e-01	6.713058e-01	1.017517	7.887800e-01	1.000000e+00	0.375224	2	0	1
SP6	6.967767e-01	8.200525e-01	0.622705	5.233848e-01	1.000000e+00	1.059049	5	0	1
SP7	8.753366e-01	9.257243e-01	0.351762	2.071503e-01	1.000000e+00	2.353723	10	0	1
SP8	2.159434e-01	4.487642e-01	1.624483	8.603539e-01	1.000000e+00	0.125250	1	0	1
SP9	4.855513e-01	6.713058e-01	1.011569	1.000000e+00	1.000000e+00	0.363648	0	0	0
SPA17	1.056377e-01	2.939963e-01	2.305555	8.519965e-01	1.000000e+00	0.155609	3	0	2
SPACA1	1.611950e-01	3.792370e-01	1.917436	8.012733e-01	1.000000e+00	0.330041	7	0	3
SPACA3	8.260313e-01	8.980546e-01	0.433795	3.280064e-01	1.000000e+00	1.758634	8	0	1
SPACA4	4.855513e-01	6.713058e-01	1.009797	1.000000e+00	1.000000e+00	0.364293	0	0	0
SPACA5	2.620969e-01	5.031160e-01	1.447692	1.000000e+00	1.000000e+00	0.235112	0	0	0
SPACA7	2.745455e-02	1.303323e-01	3.476312	8.928747e-01	1.000000e+00	0.024046	2	0	3
SPAG1	9.979285e-01	9.994813e-01	0.045931	1.366299e-02	1.000000e+00	5.610351	11	1	0
SPAG11B	5.087289e-01	6.875631e-01	0.978791	1.002107e-01	1.000000e+00	3.273380	2	2	1
SPAG16	7.231776e-01	8.359964e-01	0.593052	2.958891e-01	1.000000e+00	1.882823	19	1	4
SPAG17	1.785778e-06	1.338688e-04	12.071389	8.866370e-01	1.000000e+00	0.045052	38	4	30
SPAG4	3.051538e-02	1.390625e-01	3.370734	6.391050e-01	1.000000e+00	0.732394	1	1	3
SPAG5	3.384407e-02	1.482246e-01	3.279153	8.782260e-01	1.000000e+00	0.093754	7	0	5
SPAG6	1.288921e-01	3.308443e-01	2.125041	8.202168e-01	1.000000e+00	0.274713	9	0	5
SPAG7	1.033894e-01	2.905988e-01	2.328696	6.455981e-01	1.000000e+00	0.710147	2	1	2
SPAG8	4.731901e-01	6.640029e-01	1.032324	7.153095e-01	1.000000e+00	0.510428	3	0	1
SPAG9	3.481410e-01	5.837061e-01	1.235103	7.817083e-01	1.000000e+00	0.394239	3	0	1
SPAM1	1.196471e-04	3.918129e-03	8.487053	8.928747e-01	1.000000e+00	0.021425	28	2	20
SPANXC	2.129540e-02	1.124788e-01	3.697884	8.866370e-01	1.000000e+00	0.042998	4	0	4
SPANXE	1.236473e-02	8.126761e-02	4.144704	8.928747e-01	1.000000e+00	0.024604	3	0	4
SPANXN1	2.571342e-02	1.254487e-01	3.538530	1.000000e+00	1.000000e+00	0.029056	0	0	1
SPANXN2	1.851138e-02	1.034531e-01	3.804011	8.519965e-01	1.000000e+00	0.156181	12	1	7
SPANXN3	1.234991e-01	3.229070e-01	2.162270	8.202168e-01	1.000000e+00	0.264569	6	0	2
SPANXN4	2.113093e-01	4.427818e-01	1.659181	1.000000e+00	1.000000e+00	0.190295	0	0	0
SPANXN5	3.481410e-01	5.837061e-01	1.232662	6.256813e-01	1.000000e+00	0.766909	6	0	1
SPARC	8.385496e-01	9.058607e-01	0.405677	4.805547e-01	1.000000e+00	1.184767	3	0	0
SPARCL1	3.377835e-01	5.754898e-01	1.244864	6.391050e-01	1.000000e+00	0.730771	10	0	2
SPAST	5.087289e-01	6.875631e-01	0.969382	7.273599e-01	1.000000e+00	0.482709	3	0	1
SPATA1	3.021144e-01	5.431773e-01	1.335022	1.000000e+00	1.000000e+00	0.263152	0	0	0
SPATA12	6.836708e-01	8.125175e-01	0.655262	7.404675e-01	1.000000e+00	0.477135	1	0	0
SPATA13	3.183507e-02	1.427759e-01	3.325025	8.782260e-01	1.000000e+00	0.085428	8	0	6
SPATA16	6.321619e-01	7.776416e-01	0.729130	2.537769e-01	1.000000e+00	2.087330	29	1	6
SPATA17	3.452980e-02	1.498218e-01	3.258094	8.202168e-01	1.000000e+00	0.271816	6	1	5
SPATA18	1.181989e-01	3.135731e-01	2.201589	6.741616e-01	1.000000e+00	0.603728	19	0	7
SPATA19	9.425247e-01	9.661267e-01	0.222910	1.661131e-01	1.000000e+00	2.630002	7	0	0
SPATA2	2.678006e-01	5.087285e-01	1.433666	8.075896e-01	1.000000e+00	0.319826	4	0	2
SPATA20	2.342405e-02	1.187489e-01	3.608133	8.202168e-01	1.000000e+00	0.263644	10	1	9
SPATA21	2.348298e-03	2.835274e-02	5.616367	1.000000e+00	1.000000e+00	0.010626	6	0	8
SPATA22	6.571913e-01	7.952761e-01	0.683858	4.745991e-01	1.000000e+00	1.214365	7	0	1
SPATA24	3.591664e-01	5.925055e-01	1.219655	1.000000e+00	1.000000e+00	0.295332	0	0	0
SPATA25	5.776813e-01	7.392199e-01	0.825581	6.867120e-01	1.000000e+00	0.578655	3	0	1
SPATA2L	1.010322e-01	2.864318e-01	2.358985	1.000000e+00	1.000000e+00	0.094516	0	0	1
SPATA3	4.206400e-01	6.322811e-01	1.105196	1.000000e+00	1.000000e+00	0.331146	0	0	0
SPATA31A2	4.074967e-01	6.253665e-01	1.138720	1.000000e+00	1.000000e+00	0.320229	0	0	0
SPATA31A3	3.944641e-01	6.174479e-01	1.140499	1.000000e+00	1.000000e+00	0.319659	0	0	0
SPATA31A5	3.944641e-01	6.174479e-01	1.140324	1.000000e+00	1.000000e+00	0.319715	0	0	0
SPATA31A6	4.074967e-01	6.253665e-01	1.135787	1.000000e+00	1.000000e+00	0.321169	0	0	0
SPATA31C1	4.339959e-01	6.415591e-01	1.099777	1.000000e+00	1.000000e+00	0.332945	0	0	0
SPATA31C2	4.206400e-01	6.322811e-01	1.104290	1.000000e+00	1.000000e+00	0.331446	0	0	0
SPATA31D1	3.944641e-01	6.174479e-01	1.146815	1.000000e+00	1.000000e+00	0.317647	0	0	0
SPATA31D3	3.944641e-01	6.174479e-01	1.151152	1.000000e+00	1.000000e+00	0.316272	0	0	0
SPATA31D4	3.944641e-01	6.174479e-01	1.150437	1.000000e+00	1.000000e+00	0.316498	0	0	0
SPATA31D5P	4.339959e-01	6.415591e-01	1.093998	1.000000e+00	1.000000e+00	0.334875	0	0	0
SPATA31E1	4.339959e-01	6.415591e-01	1.096426	1.000000e+00	1.000000e+00	0.334063	0	0	0
SPATA32	3.944641e-01	6.174479e-01	1.147416	1.000000e+00	1.000000e+00	0.317456	0	0	0
SPATA4	4.974303e-01	6.800728e-01	0.987237	6.800439e-01	1.000000e+00	0.594507	4	0	1
SPATA5	4.875174e-03	4.476144e-02	4.968834	6.741616e-01	1.000000e+00	0.606477	1	1	4
SPATA5L1	1.315226e-01	3.352909e-01	2.101592	6.109468e-01	1.000000e+00	0.814532	4	1	4
SPATA6	1.106754e-01	3.013664e-01	2.272550	6.391050e-01	1.000000e+00	0.723003	4	1	3
SPATA6L	6.209025e-01	7.694706e-01	0.756199	7.734223e-01	1.000000e+00	0.404536	1	0	0
SPATA7	1.942123e-01	4.224644e-01	1.724368	6.033340e-01	1.000000e+00	0.836702	6	1	3
SPATA8	5.583235e-01	7.244815e-01	0.864555	4.623201e-01	1.000000e+00	1.256377	12	1	4
SPATA9	5.690739e-02	2.021761e-01	2.814119	8.825583e-01	1.000000e+00	0.060509	2	0	2
SPATC1	1.749652e-01	3.970216e-01	1.823585	8.075896e-01	1.000000e+00	0.303300	10	0	6
SPATC1L	3.481410e-01	5.837061e-01	1.220901	1.000000e+00	1.000000e+00	0.294964	0	0	0
SPATS1	9.319851e-01	9.591682e-01	0.242981	2.384407e-01	1.000000e+00	2.171994	6	0	0
SPATS2	1.645344e-01	3.836602e-01	1.899070	8.782260e-01	1.000000e+00	0.096357	1	0	1
SPATS2L	9.210061e-01	9.530185e-01	0.268283	3.004982e-01	1.000000e+00	1.877027	5	0	0
SPC24	3.591664e-01	5.925055e-01	1.215326	1.000000e+00	1.000000e+00	0.296613	0	0	0
SPC25	9.524947e-01	9.717570e-01	0.214681	1.051413e-01	1.000000e+00	3.202337	5	1	0
SPCS1	2.036144e-02	1.095925e-01	3.734338	1.000000e+00	1.000000e+00	0.023889	0	0	2
SPCS2	1.901032e-01	4.172212e-01	1.745921	4.441159e-01	1.000000e+00	1.300782	1	1	1
SPCS3	4.074967e-01	6.253665e-01	1.133075	1.000000e+00	1.000000e+00	0.322041	0	0	0
SPDEF	2.291689e-02	1.172606e-01	3.630792	8.866370e-01	1.000000e+00	0.053677	4	0	4
SPDL1	2.802136e-01	5.217423e-01	1.395102	1.000000e+00	1.000000e+00	0.247808	0	0	0
SPDYA	2.571342e-02	1.254487e-01	3.523556	8.866370e-01	1.000000e+00	0.055599	4	0	3
SPDYC	7.498875e-01	8.509575e-01	0.547865	3.095664e-01	1.000000e+00	1.820145	7	1	2
SPDYE1	3.051538e-02	1.390625e-01	3.363261	8.866370e-01	1.000000e+00	0.056988	3	0	3
SPDYE3	8.521019e-02	2.580778e-01	2.485967	8.782260e-01	1.000000e+00	0.089967	2	0	2
SPDYE4	8.872299e-01	9.334367e-01	0.321602	1.068592e-01	1.000000e+00	3.194436	6	2	1
SPDYE5	7.127219e-02	2.318924e-01	2.639937	8.463999e-01	1.000000e+00	0.162406	5	0	3
SPDYE6	4.604611e-01	6.561544e-01	1.049447	6.741616e-01	1.000000e+00	0.608224	4	0	1
SPECC1	2.291689e-02	1.172606e-01	3.626123	8.866370e-01	1.000000e+00	0.044932	4	0	4
SPECC1L	9.210061e-01	9.530185e-01	0.274342	3.050663e-01	1.000000e+00	1.848204	5	0	0
SPEF1	6.967767e-01	8.200525e-01	0.624601	7.153095e-01	1.000000e+00	0.501885	1	0	0
SPEF2	1.861781e-01	4.122909e-01	1.772489	5.433230e-01	1.000000e+00	0.987887	75	4	21
SPEG	1.131987e-01	3.051215e-01	2.252921	6.867120e-01	1.000000e+00	0.579093	54	4	27
SPEM1	8.510000e-01	9.129701e-01	0.383100	1.800404e-01	1.000000e+00	2.537665	10	0	1
SPEN	9.631237e-02	2.783782e-01	2.383363	4.902318e-02	1.000000e+00	4.128101	26	8	15
SPERT	5.535912e-05	2.157272e-03	9.014591	1.000000e+00	1.000000e+00	0.001788	11	0	13
SPESP1	7.099039e-01	8.285024e-01	0.605101	4.502429e-01	1.000000e+00	1.283830	7	0	1
SPG11	1.156291e-01	3.093054e-01	2.236032	6.949945e-01	1.000000e+00	0.552352	18	0	6
SPG20	1.056377e-01	2.939963e-01	2.319721	8.782260e-01	1.000000e+00	0.094003	2	0	2
SPG21	1.645344e-01	3.836602e-01	1.883205	8.782260e-01	1.000000e+00	0.098088	1	0	1
SPG7	1.643273e-02	9.654811e-02	3.910435	8.928747e-01	1.000000e+00	0.032076	3	0	4
SPHAR	3.021144e-01	5.431773e-01	1.323548	1.000000e+00	1.000000e+00	0.266189	0	0	0
SPHK1	8.260313e-01	8.980546e-01	0.425557	5.575021e-01	1.000000e+00	0.943163	2	0	0
SPHK2	8.006250e-01	8.832427e-01	0.479998	4.865656e-01	1.000000e+00	1.160877	5	0	1
SPHKAP	1.142898e-04	3.864734e-03	8.523684	1.000000e+00	1.000000e+00	0.017694	135	6	57
SPI1	4.604611e-01	6.561544e-01	1.044375	6.741616e-01	1.000000e+00	0.614925	4	0	1
SPIB	4.074967e-01	6.253665e-01	1.129432	6.800439e-01	1.000000e+00	0.583894	5	0	2
SPICE1	5.678239e-01	7.316215e-01	0.846133	4.381996e-01	1.000000e+00	1.321256	11	0	2
SPIN1	8.739598e-02	2.619774e-01	2.466500	8.782260e-01	1.000000e+00	0.080081	2	0	2
SPIN2A	5.409836e-02	1.960396e-01	2.851748	1.000000e+00	1.000000e+00	0.057743	0	0	1
SPIN2B	5.409836e-02	1.960396e-01	2.851501	1.000000e+00	1.000000e+00	0.057758	0	0	1
SPIN3	4.470303e-01	6.486526e-01	1.065856	2.867656e-01	1.000000e+00	1.939974	0	1	0
SPIN4	3.591664e-01	5.925055e-01	1.217429	1.000000e+00	1.000000e+00	0.295990	0	0	0
SPINK1	4.470303e-01	6.486526e-01	1.066887	1.000000e+00	1.000000e+00	0.344078	0	0	0
SPINK13	7.231776e-01	8.359964e-01	0.598852	5.050466e-01	1.000000e+00	1.113351	7	0	1
SPINK14	3.096646e-01	5.506001e-01	1.303571	1.000000e+00	1.000000e+00	0.271560	0	0	0
SPINK2	8.521019e-02	2.580778e-01	2.488060	1.000000e+00	1.000000e+00	0.083071	0	0	1
SPINK4	9.925854e-01	9.965361e-01	0.091660	3.986750e-02	1.000000e+00	4.361428	5	1	0
SPINK5	1.311654e-02	8.370370e-02	4.080626	8.603539e-01	1.000000e+00	0.131044	23	1	11
SPINK6	1.004500e-02	7.159221e-02	4.323728	1.000000e+00	1.000000e+00	0.007577	1	0	3
SPINK7	1.522554e-02	9.218294e-02	3.962992	1.000000e+00	1.000000e+00	0.010007	1	0	3
SPINK8	3.182542e-01	5.576395e-01	1.282964	1.000000e+00	1.000000e+00	0.277214	0	0	0
SPINK9	1.426480e-01	3.518788e-01	2.033984	8.782260e-01	1.000000e+00	0.081969	1	0	1
SPINT1	4.685882e-02	1.796399e-01	2.974880	8.825583e-01	1.000000e+00	0.067779	4	0	4
SPINT2	3.944641e-01	6.174479e-01	1.145143	7.153095e-01	1.000000e+00	0.508859	5	0	2
SPINT3	4.074967e-01	6.253665e-01	1.134116	1.000000e+00	1.000000e+00	0.321706	0	0	0
SPINT4	4.769813e-03	4.416336e-02	4.990608	1.000000e+00	1.000000e+00	0.003993	1	0	3
SPIRE1	9.407657e-02	2.747666e-01	2.403418	8.782260e-01	1.000000e+00	0.085276	2	0	2
SPIRE2	1.980856e-01	4.275516e-01	1.705809	7.887800e-01	1.000000e+00	0.364061	6	0	3
SPN	7.498875e-01	8.509575e-01	0.544179	5.803636e-01	1.000000e+00	0.892729	4	0	1
SPNS1	1.081271e-01	2.974212e-01	2.296224	4.805547e-01	1.000000e+00	1.181530	2	1	3
SPNS2	1.680060e-02	9.775561e-02	3.887162	1.000000e+00	1.000000e+00	0.016681	2	0	4
SPNS3	7.178828e-04	1.307317e-02	6.668501	1.000000e+00	1.000000e+00	0.005509	10	0	13
SPO11	9.707240e-01	9.824613e-01	0.175987	7.436873e-02	1.000000e+00	3.629872	4	1	0
SPOCD1	9.611058e-03	6.956185e-02	4.365423	8.700632e-01	1.000000e+00	0.117412	21	1	15
SPOCK1	9.621522e-01	9.773896e-01	0.193999	1.121094e-01	1.000000e+00	3.129628	9	1	1
SPOCK2	1.712883e-01	3.914381e-01	1.840454	6.631273e-01	1.000000e+00	0.641080	5	1	3
SPOCK3	4.074967e-01	6.253665e-01	1.132646	4.325512e-01	1.000000e+00	1.344966	29	1	6
SPON1	1.315226e-01	3.352909e-01	2.111205	6.184382e-01	1.000000e+00	0.789137	18	0	6
SPON2	8.385496e-01	9.058607e-01	0.406210	5.502339e-01	1.000000e+00	0.974676	2	0	0
SPOP	1.485714e-01	3.605816e-01	1.985436	8.782260e-01	1.000000e+00	0.092161	1	0	1
SPOPL	8.260313e-01	8.980546e-01	0.422744	2.498304e-01	1.000000e+00	2.105516	7	1	1
SPP1	7.627915e-01	8.600584e-01	0.522196	8.513518e-02	1.000000e+00	3.467689	6	2	1
SPP2	1.378264e-02	8.647619e-02	4.041865	8.928747e-01	1.000000e+00	0.027956	4	0	4
SPPL2A	9.101182e-01	9.467908e-01	0.282321	1.235901e-01	1.000000e+00	3.009409	3	1	0
SPPL2B	1.712883e-01	3.914381e-01	1.843994	8.419086e-01	1.000000e+00	0.185085	4	0	3
SPPL2C	1.566127e-03	2.194695e-02	5.979610	1.000000e+00	1.000000e+00	0.006882	9	0	11
SPPL3	5.877138e-01	7.457693e-01	0.804844	6.631273e-01	1.000000e+00	0.643983	5	0	2
SPR	6.444355e-01	7.866226e-01	0.716619	6.184382e-01	1.000000e+00	0.781769	4	0	1
SPRED1	2.802136e-01	5.217423e-01	1.380644	4.745991e-01	1.000000e+00	1.217303	2	1	1
SPRED2	1.178614e-03	1.834862e-02	6.229091	1.000000e+00	1.000000e+00	0.003390	3	0	6
SPRED3	4.855513e-01	6.713058e-01	1.009924	7.887800e-01	1.000000e+00	0.364559	2	0	1
SPRR1A	4.974303e-01	6.800728e-01	0.999463	7.153095e-01	1.000000e+00	0.501577	3	0	1
SPRR1B	4.206400e-01	6.322811e-01	1.109993	4.865656e-01	1.000000e+00	1.162855	4	1	2
SPRR2A	8.260313e-01	8.980546e-01	0.428513	4.745991e-01	1.000000e+00	1.217021	3	0	0
SPRR2B	7.498875e-01	8.509575e-01	0.546769	5.958516e-01	1.000000e+00	0.843254	2	0	0
SPRR2D	6.704543e-01	8.043900e-01	0.678468	4.623201e-01	1.000000e+00	1.256089	7	0	1
SPRR2E	2.205382e-01	4.545177e-01	1.610503	4.502429e-01	1.000000e+00	1.284726	1	1	1
SPRR2F	8.082610e-02	2.497434e-01	2.536595	8.825583e-01	1.000000e+00	0.079224	2	0	2
SPRR2G	6.967767e-01	8.200525e-01	0.632165	4.441159e-01	1.000000e+00	1.300164	7	0	1
SPRR3	2.803314e-02	1.320047e-01	3.449329	8.825583e-01	1.000000e+00	0.063491	9	0	8
SPRR4	3.410836e-04	7.860082e-03	7.367753	8.262367e-01	1.000000e+00	0.244264	1	1	6
SPRTN	3.182542e-01	5.576395e-01	1.292511	1.000000e+00	1.000000e+00	0.274581	0	0	0
SPRY1	1.455784e-01	3.565162e-01	2.016696	8.321386e-01	1.000000e+00	0.238609	6	0	3
SPRY2	9.425247e-01	9.661267e-01	0.226577	2.737919e-01	1.000000e+00	1.996744	5	0	0
SPRY3	7.627915e-01	8.600584e-01	0.526119	3.622629e-01	1.000000e+00	1.606888	11	0	2
SPRY4	1.611950e-01	3.792370e-01	1.913650	8.700632e-01	1.000000e+00	0.113610	2	0	2
SPRYD3	1.485714e-01	3.605816e-01	1.989264	3.522912e-01	1.000000e+00	1.652411	5	2	4
SPRYD4	7.498875e-01	8.509575e-01	0.544826	5.958516e-01	1.000000e+00	0.840771	2	0	0
SPRYD7	7.627915e-01	8.600584e-01	0.531433	6.033340e-01	1.000000e+00	0.837606	2	0	0
SPSB1	5.482821e-01	7.165826e-01	0.882440	5.958516e-01	1.000000e+00	0.843537	7	0	2
SPSB2	4.604611e-01	6.561544e-01	1.040735	1.000000e+00	1.000000e+00	0.353195	0	0	0
SPSB3	7.696703e-02	2.422301e-01	2.561680	1.000000e+00	1.000000e+00	0.077175	0	0	1
SPSB4	7.752045e-01	8.676601e-01	0.502305	2.421194e-01	1.000000e+00	2.151293	4	1	1
SPTA1	0.000000e+00	0.000000e+00	24.974726	1.000000e+00	1.000000e+00	0.000105	90	7	63
SPTAN1	5.732348e-04	1.143162e-02	6.909513	1.000000e+00	1.000000e+00	0.008095	9	0	9
SPTB	0.000000e+00	0.000000e+00	15.449883	1.000000e+00	1.000000e+00	0.013640	50	6	42
SPTBN1	0.000000e+00	0.000000e+00	14.977313	8.866370e-01	1.000000e+00	0.058105	5	2	15
SPTBN2	1.580699e-01	3.746233e-01	1.931726	6.949945e-01	1.000000e+00	0.549114	15	1	7
SPTBN4	8.302439e-02	2.541797e-01	2.518889	7.404675e-01	1.000000e+00	0.462396	28	3	15
SPTBN5	6.766313e-02	2.249733e-01	2.673165	6.033340e-01	1.000000e+00	0.831195	13	3	10
SPTLC1	2.942962e-03	3.246651e-02	5.401099	1.000000e+00	1.000000e+00	0.002600	1	0	4
SPTLC2	9.319851e-01	9.591682e-01	0.240026	2.617522e-01	1.000000e+00	2.045377	5	0	0
SPTLC3	3.701918e-03	3.759521e-02	5.204162	8.782260e-01	1.000000e+00	0.097301	25	0	14
SPTSSA	4.074967e-01	6.253665e-01	1.126902	1.000000e+00	1.000000e+00	0.324036	0	0	0
SPTSSB	6.444355e-01	7.866226e-01	0.700925	6.256813e-01	1.000000e+00	0.779424	2	0	0
SPTY2D1	1.861781e-01	4.122909e-01	1.779792	8.321386e-01	1.000000e+00	0.234210	4	0	2
SPZ1	2.620969e-01	5.031160e-01	1.443671	1.000000e+00	1.000000e+00	0.236060	0	0	0
SQLE	3.276028e-01	5.667841e-01	1.262294	7.635844e-01	1.000000e+00	0.438272	5	0	2
SQRDL	4.581056e-02	1.772228e-01	2.995057	7.734223e-01	1.000000e+00	0.413669	7	1	6
SQSTM1	8.987928e-01	9.406710e-01	0.307977	3.622629e-01	1.000000e+00	1.618003	4	0	0
SRA1	3.821529e-01	6.096809e-01	1.175837	1.000000e+00	1.000000e+00	0.308561	0	0	0
SRBD1	4.897139e-02	1.848160e-01	2.924062	8.519965e-01	1.000000e+00	0.157245	9	0	5
SRC	5.535912e-05	2.157272e-03	8.987307	1.000000e+00	1.000000e+00	0.000084	1	0	7
SRCAP	4.731901e-01	6.640029e-01	1.021555	3.573003e-01	1.000000e+00	1.639998	30	3	14
SRCIN1	7.231776e-01	8.359964e-01	0.580857	2.169970e-01	1.000000e+00	2.280659	13	0	2
SRCRB4D	9.621522e-01	9.773896e-01	0.192515	1.768277e-02	1.000000e+00	5.317856	3	2	0
SRD5A1	1.549020e-01	3.697915e-01	1.947235	8.603539e-01	1.000000e+00	0.129499	2	0	2
SRD5A2	4.648380e-03	4.353571e-02	5.002034	1.000000e+00	1.000000e+00	0.012418	6	0	9
SRD5A3	1.894711e-02	1.045732e-01	3.780104	1.000000e+00	1.000000e+00	0.012240	1	0	3
SREBF1	2.678006e-01	5.087285e-01	1.437526	8.075896e-01	1.000000e+00	0.309103	5	0	3
SREBF2	8.132433e-03	6.216216e-02	4.504882	8.928747e-01	1.000000e+00	0.035953	11	0	10
SREK1	1.311654e-02	8.370370e-02	4.096418	1.000000e+00	1.000000e+00	0.017569	2	0	3
SREK1IP1	1.901032e-01	4.172212e-01	1.756828	1.000000e+00	1.000000e+00	0.172591	0	0	0
SRF	1.861781e-01	4.122909e-01	1.779822	8.603539e-01	1.000000e+00	0.136619	2	0	2
SRFBP1	5.583235e-01	7.244815e-01	0.875943	7.887800e-01	1.000000e+00	0.379275	1	0	0
SRGAP1	7.487232e-02	2.382081e-01	2.595340	6.687257e-01	1.000000e+00	0.639374	5	1	4
SRGAP2B	3.705722e-01	6.009644e-01	1.190137	1.000000e+00	1.000000e+00	0.304180	0	0	0
SRGAP2D	3.021144e-01	5.431773e-01	1.323534	1.000000e+00	1.000000e+00	0.266193	0	0	0
SRGAP3	7.878585e-01	8.759406e-01	0.482291	2.007036e-01	1.000000e+00	2.383333	38	3	10
SRGN	7.231776e-01	8.359964e-01	0.597282	1.687900e-01	1.000000e+00	2.608575	1	1	0
SRI	4.074967e-01	6.253665e-01	1.131335	1.000000e+00	1.000000e+00	0.322602	0	0	0
