w Exp(t) + (1-w) InverseGamma(a,b): [a,b,t,w] =	[2.433361, 2.387495, 3.947957, 0.7499894]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
VGLL4	4.161488e-01	7.441879e-01	0.641566	1.000000e+00	1.000000e+00	0.526467	0	0	0
VHL	2.964874e-01	7.072503e-01	0.713170	1.000000e+00	1.000000e+00	0.490088	0	0	0
VHLL	3.332030e-01	7.200239e-01	0.696237	1.000000e+00	1.000000e+00	0.498457	0	0	0
VIL1	4.968035e-03	2.284072e-01	2.750013	6.058484e-01	1.000000e+00	0.036318	1	0	3
VILL	4.756241e-02	4.536536e-01	1.543495	1.000000e+00	1.000000e+00	0.213633	0	0	1
VIM	3.332030e-01	7.200239e-01	0.681119	1.000000e+00	1.000000e+00	0.506050	0	0	0
VIMP	3.332030e-01	7.200239e-01	0.682651	1.000000e+00	1.000000e+00	0.505276	0	0	0
VIP	6.893139e-01	8.473318e-01	0.352615	4.919622e-01	1.000000e+00	0.716419	1	0	0
VIPAS39	2.964874e-01	7.072503e-01	0.702402	1.000000e+00	1.000000e+00	0.495394	0	0	0
VIPR1	9.550341e-03	2.781071e-01	2.445338	6.050341e-01	1.000000e+00	0.045018	1	0	3
VIPR2	5.250759e-01	7.728329e-01	0.595586	1.000000e+00	1.000000e+00	0.551240	0	0	0
VIT	1.040216e-02	2.885092e-01	2.405167	1.000000e+00	1.000000e+00	0.090250	0	0	2
VKORC1	4.558074e-01	7.535294e-01	0.638620	1.000000e+00	1.000000e+00	0.528021	0	0	0
VKORC1L1	5.250759e-01	7.728329e-01	0.597082	1.000000e+00	1.000000e+00	0.550416	0	0	0
VLDLR	6.481178e-01	8.301494e-01	0.396988	5.019108e-01	1.000000e+00	0.686106	1	0	0
VMA21	4.161488e-01	7.441879e-01	0.656388	1.000000e+00	1.000000e+00	0.518722	0	0	0
VMAC	5.808154e-01	7.906578e-01	0.537566	1.000000e+00	1.000000e+00	0.584169	0	0	0
VMO1	4.558074e-01	7.535294e-01	0.638260	1.000000e+00	1.000000e+00	0.528211	0	0	0
VMP1	2.640666e-01	6.926738e-01	0.728550	1.000000e+00	1.000000e+00	0.482608	0	0	0
VN1R1	3.332030e-01	7.200239e-01	0.690970	1.000000e+00	1.000000e+00	0.501090	0	0	0
VN1R10P	2.356334e-01	6.802248e-01	0.749411	1.000000e+00	1.000000e+00	0.472645	0	0	0
VN1R2	5.084110e-02	4.597868e-01	1.532873	1.000000e+00	1.000000e+00	0.215915	0	0	1
VN1R4	9.040966e-01	9.432601e-01	0.174498	2.573110e-01	1.000000e+00	1.521004	2	0	0
VN1R5	6.893139e-01	8.473318e-01	0.349169	4.795868e-01	1.000000e+00	0.720706	1	0	0
VNN1	2.216329e-02	3.677333e-01	1.831207	3.288903e-01	1.000000e+00	1.077543	2	1	3
VNN2	9.648666e-01	9.775402e-01	0.105815	1.007375e-01	1.000000e+00	2.769349	4	0	0
VNN3	3.332030e-01	7.200239e-01	0.695610	1.000000e+00	1.000000e+00	0.498770	0	0	0
VOPP1	6.813815e-02	4.922085e-01	1.422258	1.000000e+00	1.000000e+00	0.241169	0	0	1
VPRBP	2.964874e-01	7.072503e-01	0.718582	1.000000e+00	1.000000e+00	0.487443	0	0	0
VPREB1	8.622647e-01	9.215593e-01	0.206645	2.671363e-01	1.000000e+00	1.498274	2	0	0
VPREB3	5.250759e-01	7.728329e-01	0.596429	1.000000e+00	1.000000e+00	0.550775	0	0	0
VPS11	3.744634e-01	7.332144e-01	0.668440	1.000000e+00	1.000000e+00	0.512508	0	0	0
VPS13A	8.759777e-02	5.300162e-01	1.298321	5.401443e-01	1.000000e+00	0.433853	5	0	3
VPS13B	5.593057e-03	2.372727e-01	2.695480	6.058484e-01	1.000000e+00	0.033216	1	0	3
VPS13C	3.332030e-01	7.200239e-01	0.697033	5.300029e-01	1.000000e+00	0.568741	2	0	1
VPS13D	2.526876e-03	1.678529e-01	3.255696	6.037644e-01	1.000000e+00	0.062106	5	0	6
VPS16	4.558074e-01	7.535294e-01	0.634075	1.000000e+00	1.000000e+00	0.530426	0	0	0
VPS18	1.748152e-01	6.455193e-01	0.817222	5.673578e-01	1.000000e+00	0.318836	1	0	1
VPS25	2.964874e-01	7.072503e-01	0.719957	1.000000e+00	1.000000e+00	0.486773	0	0	0
VPS26A	1.629344e-01	6.355974e-01	0.825817	1.000000e+00	1.000000e+00	0.437877	0	0	0
VPS26B	3.332030e-01	7.200239e-01	0.696231	1.000000e+00	1.000000e+00	0.498460	0	0	0
VPS28	5.779671e-02	4.717242e-01	1.489955	1.000000e+00	1.000000e+00	0.225383	0	0	1
VPS29	3.744634e-01	7.332144e-01	0.661061	1.000000e+00	1.000000e+00	0.516303	0	0	0
VPS33A	4.558074e-01	7.535294e-01	0.627858	5.203025e-01	1.000000e+00	0.638958	2	0	1
VPS33B	2.640666e-01	6.926738e-01	0.728324	1.000000e+00	1.000000e+00	0.482717	0	0	0
VPS35	2.111790e-01	6.655186e-01	0.761054	1.000000e+00	1.000000e+00	0.467174	0	0	0
VPS36	2.964874e-01	7.072503e-01	0.713819	1.000000e+00	1.000000e+00	0.489770	0	0	0
VPS37A	2.356334e-01	6.802248e-01	0.755186	1.000000e+00	1.000000e+00	0.469923	0	0	0
VPS37B	2.640666e-01	6.926738e-01	0.720206	5.456873e-01	1.000000e+00	0.371357	1	0	1
VPS37C	5.250759e-01	7.728329e-01	0.598957	1.000000e+00	1.000000e+00	0.549385	0	0	0
VPS37D	8.426551e-01	9.115090e-01	0.224746	3.429872e-01	1.000000e+00	0.950815	1	0	0
VPS39	3.744634e-01	7.332144e-01	0.678447	1.000000e+00	1.000000e+00	0.507405	0	0	0
VPS41	1.629344e-01	6.355974e-01	0.826264	1.000000e+00	1.000000e+00	0.437681	0	0	0
VPS45	2.964874e-01	7.072503e-01	0.716558	1.000000e+00	1.000000e+00	0.488431	0	0	0
VPS4A	4.161488e-01	7.441879e-01	0.659034	1.000000e+00	1.000000e+00	0.517351	0	0	0
VPS4B	6.893139e-01	8.473318e-01	0.355648	4.656220e-01	1.000000e+00	0.743621	1	0	0
VPS51	4.927997e-01	7.643207e-01	0.611669	1.000000e+00	1.000000e+00	0.542445	0	0	0
VPS52	4.927997e-01	7.643207e-01	0.616143	1.000000e+00	1.000000e+00	0.540023	0	0	0
VPS53	4.927997e-01	7.643207e-01	0.603055	5.158006e-01	1.000000e+00	0.648638	2	0	1
VPS54	6.674131e-01	8.386357e-01	0.370672	4.919622e-01	1.000000e+00	0.713919	1	0	0
VPS72	4.927997e-01	7.643207e-01	0.617873	1.000000e+00	1.000000e+00	0.539090	0	0	0
VPS8	8.426551e-01	9.115090e-01	0.225111	2.890139e-01	1.000000e+00	1.383316	2	0	0
VPS9D1	5.492250e-01	7.791923e-01	0.562815	1.000000e+00	1.000000e+00	0.569603	0	0	0
VRK1	1.911461e-01	6.559907e-01	0.783101	1.000000e+00	1.000000e+00	0.456987	0	0	0
VRK2	2.111790e-01	6.655186e-01	0.777723	1.000000e+00	1.000000e+00	0.459451	0	0	0
VRK3	7.149148e-01	8.573466e-01	0.332079	4.509465e-01	1.000000e+00	0.764019	1	0	0
VRTN	4.927997e-01	7.643207e-01	0.600474	3.536733e-01	1.000000e+00	0.900649	4	0	2
VSIG1	4.756241e-02	4.536536e-01	1.551841	1.000000e+00	1.000000e+00	0.211858	0	0	1
VSIG10	6.212811e-01	8.156445e-01	0.436601	3.250027e-01	1.000000e+00	1.115689	3	0	1
VSIG10L	5.681381e-01	7.853712e-01	0.541499	1.000000e+00	1.000000e+00	0.581875	0	0	0
VSIG2	9.257741e-01	9.555685e-01	0.147237	2.252688e-01	1.000000e+00	1.677162	2	0	0
VSIG4	5.084110e-02	4.597868e-01	1.520845	1.000000e+00	1.000000e+00	0.218527	0	0	1
VSIG8	5.971463e-01	7.993068e-01	0.487396	4.656220e-01	1.000000e+00	0.749236	2	0	1
VSNL1	1.526769e-01	6.299440e-01	0.847875	1.000000e+00	1.000000e+00	0.428324	0	0	0
VSTM1	3.332030e-01	7.200239e-01	0.698435	1.000000e+00	1.000000e+00	0.497363	0	0	0
VSTM2A	5.492250e-01	7.791923e-01	0.564853	5.019108e-01	1.000000e+00	0.686256	2	0	1
VSTM2B	5.808154e-01	7.906578e-01	0.539318	1.000000e+00	1.000000e+00	0.583146	0	0	0
VSTM2L	5.250759e-01	7.728329e-01	0.590727	1.000000e+00	1.000000e+00	0.553924	0	0	0
VSTM4	5.808154e-01	7.906578e-01	0.531344	4.656220e-01	1.000000e+00	0.740526	2	0	1
VSTM5	4.558074e-01	7.535294e-01	0.639169	1.000000e+00	1.000000e+00	0.527731	0	0	0
VSX1	7.707757e-01	8.793118e-01	0.289098	4.015626e-01	1.000000e+00	0.836747	1	0	0
VSX2	5.779671e-02	4.717242e-01	1.486915	1.000000e+00	1.000000e+00	0.226069	0	0	1
VTA1	3.332030e-01	7.200239e-01	0.682363	1.000000e+00	1.000000e+00	0.505421	0	0	0
VTCN1	3.332030e-01	7.200239e-01	0.692577	1.000000e+00	1.000000e+00	0.500285	0	0	0
VTI1A	6.470945e-02	4.864546e-01	1.455463	1.000000e+00	1.000000e+00	0.233292	0	0	1
VTI1B	3.744634e-01	7.332144e-01	0.668700	1.000000e+00	1.000000e+00	0.512374	0	0	0
VTN	3.744634e-01	7.332144e-01	0.677699	1.000000e+00	1.000000e+00	0.507784	0	0	0
VWA1	9.294261e-02	5.407938e-01	1.224162	1.000000e+00	1.000000e+00	0.294004	0	0	1
VWA2	8.571735e-05	4.684685e-02	5.742317	1.000000e+00	1.000000e+00	0.003207	0	0	5
VWA3A	9.648666e-01	9.775402e-01	0.104049	6.770599e-02	1.000000e+00	3.221845	5	0	0
VWA3B	8.308154e-02	5.200537e-01	1.330548	5.427819e-01	1.000000e+00	0.386232	4	0	3
VWA5A	7.149148e-01	8.573466e-01	0.339641	4.656220e-01	1.000000e+00	0.754226	1	0	0
VWA5B1	4.558074e-01	7.535294e-01	0.628905	1.000000e+00	1.000000e+00	0.533175	0	0	0
VWA5B2	5.492250e-01	7.791923e-01	0.576790	1.000000e+00	1.000000e+00	0.561698	0	0	0
VWA7	7.149148e-01	8.573466e-01	0.320266	7.100789e-02	1.000000e+00	3.169069	2	1	1
VWA8	3.332030e-01	7.200239e-01	0.684772	1.000000e+00	1.000000e+00	0.504205	0	0	0
VWA9	3.332030e-01	7.200239e-01	0.683308	1.000000e+00	1.000000e+00	0.504944	0	0	0
VWC2	4.558074e-01	7.535294e-01	0.633231	1.000000e+00	1.000000e+00	0.530874	0	0	0
VWC2L	1.160863e-01	5.856396e-01	0.999658	5.827744e-01	1.000000e+00	0.270075	1	0	1
VWCE	1.608272e-02	3.335556e-01	2.108791	6.050341e-01	1.000000e+00	0.058985	1	0	3
VWDE	2.356334e-01	6.802248e-01	0.758071	1.000000e+00	1.000000e+00	0.468569	0	0	0
VWF	9.924354e-01	9.961712e-01	0.072308	2.140791e-02	1.000000e+00	4.633709	7	0	0
WAC	7.433069e-01	8.667271e-01	0.315410	4.509465e-01	1.000000e+00	0.769150	1	0	0
WAPAL	6.331940e-01	8.224913e-01	0.403959	5.096843e-01	1.000000e+00	0.667503	1	0	0
WARS	3.332030e-01	7.200239e-01	0.685001	1.000000e+00	1.000000e+00	0.504090	0	0	0
WARS2	9.040966e-01	9.432601e-01	0.170143	2.332155e-01	1.000000e+00	1.632789	2	0	0
WAS	2.356334e-01	6.802248e-01	0.748682	1.781278e-01	1.000000e+00	2.064049	2	1	2
WASF1	7.433069e-01	8.667271e-01	0.305397	4.509465e-01	1.000000e+00	0.773426	1	0	0
WASF2	3.744634e-01	7.332144e-01	0.664251	1.000000e+00	1.000000e+00	0.514659	0	0	0
WASF3	1.911461e-01	6.559907e-01	0.789303	5.673578e-01	1.000000e+00	0.319019	1	0	1
WASH1	6.157006e-02	4.782633e-01	1.474729	1.000000e+00	1.000000e+00	0.228841	0	0	1
WASH2P	4.558074e-01	7.535294e-01	0.624721	1.000000e+00	1.000000e+00	0.535411	0	0	0
WASH3P	6.813815e-02	4.922085e-01	1.432224	1.000000e+00	1.000000e+00	0.238777	0	0	1
WASL	3.744634e-01	7.332144e-01	0.675744	1.000000e+00	1.000000e+00	0.508778	0	0	0
WBP1	4.927997e-01	7.643207e-01	0.618667	1.000000e+00	1.000000e+00	0.538662	0	0	0
WBP11	5.250759e-01	7.728329e-01	0.595833	7.973142e-02	1.000000e+00	3.028476	0	1	0
WBP1L	8.041359e-03	2.651943e-01	2.536731	1.000000e+00	1.000000e+00	0.079125	0	0	2
WBP2	7.433069e-01	8.667271e-01	0.306960	4.351191e-01	1.000000e+00	0.799796	1	0	0
WBP2NL	8.426551e-01	9.115090e-01	0.223019	3.393407e-01	1.000000e+00	0.962091	1	0	0
WBP4	1.315386e-01	6.078980e-01	0.912949	1.000000e+00	1.000000e+00	0.401339	0	0	0
WBP5	1.101968e-01	5.771418e-01	1.023092	1.000000e+00	1.000000e+00	0.359482	0	0	0
WBSCR16	4.927997e-01	7.643207e-01	0.612660	1.000000e+00	1.000000e+00	0.541908	0	0	0
WBSCR17	1.807922e-02	3.497064e-01	1.987501	5.922712e-01	1.000000e+00	0.196752	4	0	4
WBSCR22	3.744634e-01	7.332144e-01	0.669595	1.000000e+00	1.000000e+00	0.511916	0	0	0
WBSCR27	5.681381e-01	7.853712e-01	0.557582	1.000000e+00	1.000000e+00	0.572592	0	0	0
WBSCR28	9.648666e-01	9.775402e-01	0.100988	7.220079e-02	1.000000e+00	3.145151	4	0	0
WDFY1	2.964874e-01	7.072503e-01	0.706452	1.000000e+00	1.000000e+00	0.493392	0	0	0
WDFY2	8.622647e-01	9.215593e-01	0.207990	2.719383e-01	1.000000e+00	1.468669	2	0	0
WDFY3	6.119397e-01	8.091285e-01	0.455994	1.247277e-01	1.000000e+00	2.534740	2	1	1
WDFY4	4.161488e-01	7.441879e-01	0.652835	1.000000e+00	1.000000e+00	0.520568	0	0	0
WDHD1	2.111790e-01	6.655186e-01	0.771620	1.000000e+00	1.000000e+00	0.462264	0	0	0
WDPCP	2.640666e-01	6.926738e-01	0.739568	1.000000e+00	1.000000e+00	0.477320	0	0	0
WDR1	9.456784e-01	9.659644e-01	0.126047	1.637648e-01	1.000000e+00	2.184549	3	0	0
WDR11	9.464624e-04	1.169978e-01	3.850183	1.000000e+00	1.000000e+00	0.021276	0	0	3
WDR12	1.911461e-01	6.559907e-01	0.796517	1.000000e+00	1.000000e+00	0.450897	0	0	0
WDR13	1.101968e-01	5.771418e-01	1.024797	5.673578e-01	1.000000e+00	0.312957	2	0	2
WDR16	1.193096e-01	5.919812e-01	0.975479	5.368299e-01	1.000000e+00	0.487236	3	0	2
WDR17	9.257741e-01	9.555685e-01	0.154328	1.781278e-01	1.000000e+00	2.069813	3	0	0
WDR18	4.558074e-01	7.535294e-01	0.633649	1.000000e+00	1.000000e+00	0.530652	0	0	0
WDR19	2.640666e-01	6.926738e-01	0.734514	1.000000e+00	1.000000e+00	0.479739	0	0	0
WDR20	7.433069e-01	8.667271e-01	0.319855	4.351191e-01	1.000000e+00	0.789789	1	0	0
WDR24	8.825494e-01	9.319793e-01	0.199092	2.764795e-01	1.000000e+00	1.454196	2	0	0
WDR25	4.558074e-01	7.535294e-01	0.628584	1.000000e+00	1.000000e+00	0.533346	0	0	0
WDR26	8.825494e-01	9.319793e-01	0.191954	2.622558e-01	1.000000e+00	1.516876	2	0	0
WDR27	4.558074e-01	7.535294e-01	0.623471	1.000000e+00	1.000000e+00	0.536081	0	0	0
WDR3	6.674131e-01	8.386357e-01	0.362466	4.795868e-01	1.000000e+00	0.737899	1	0	0
WDR31	3.332030e-01	7.200239e-01	0.697095	1.000000e+00	1.000000e+00	0.498030	0	0	0
WDR33	1.526769e-01	6.299440e-01	0.851461	5.757348e-01	1.000000e+00	0.299402	1	0	1
WDR34	2.356334e-01	6.802248e-01	0.743290	5.505447e-01	1.000000e+00	0.345866	1	0	1
WDR35	6.481178e-01	8.301494e-01	0.392684	4.919622e-01	1.000000e+00	0.710356	1	0	0
WDR36	1.315386e-01	6.078980e-01	0.907744	5.757348e-01	1.000000e+00	0.281554	1	0	1
WDR37	5.779671e-02	4.717242e-01	1.493318	1.000000e+00	1.000000e+00	0.224626	0	0	1
WDR38	7.433069e-01	8.667271e-01	0.316872	4.178471e-01	1.000000e+00	0.800714	1	0	0
WDR4	5.779671e-02	4.717242e-01	1.497214	1.000000e+00	1.000000e+00	0.223753	0	0	1
WDR41	1.077306e-01	5.716032e-01	1.040489	5.876710e-01	1.000000e+00	0.250256	1	0	1
WDR43	2.640666e-01	6.926738e-01	0.722538	1.000000e+00	1.000000e+00	0.485518	0	0	0
WDR44	9.456784e-01	9.659644e-01	0.133714	1.377567e-01	1.000000e+00	2.411866	4	0	0
WDR45	6.387728e-03	2.466535e-01	2.628412	1.000000e+00	1.000000e+00	0.072193	0	0	2
WDR45B	3.332030e-01	7.200239e-01	0.693321	1.000000e+00	1.000000e+00	0.499913	0	0	0
WDR46	7.707757e-01	8.793118e-01	0.280143	3.730437e-01	1.000000e+00	0.862042	1	0	0
WDR47	2.356334e-01	6.802248e-01	0.748979	1.000000e+00	1.000000e+00	0.472849	0	0	0
WDR48	6.674131e-01	8.386357e-01	0.365510	4.795868e-01	1.000000e+00	0.733965	1	0	0
WDR49	8.214472e-01	9.007833e-01	0.241947	3.647095e-02	1.000000e+00	3.974313	11	0	1
WDR5	2.964874e-01	7.072503e-01	0.717658	1.000000e+00	1.000000e+00	0.487894	0	0	0
WDR52	2.111790e-01	6.655186e-01	0.778805	1.000000e+00	1.000000e+00	0.458954	0	0	0
WDR53	6.674131e-01	8.386357e-01	0.363382	4.795868e-01	1.000000e+00	0.725309	1	0	0
WDR54	8.214472e-01	9.007833e-01	0.252829	3.536733e-01	1.000000e+00	0.907424	1	0	0
WDR55	3.332030e-01	7.200239e-01	0.686940	1.000000e+00	1.000000e+00	0.503113	0	0	0
WDR59	8.825494e-01	9.319793e-01	0.190583	2.520554e-01	1.000000e+00	1.542171	2	0	0
WDR5B	1.911461e-01	6.559907e-01	0.784751	1.000000e+00	1.000000e+00	0.456233	0	0	0
WDR6	9.257741e-01	9.555685e-01	0.154512	2.289903e-01	1.000000e+00	1.643348	2	0	0
WDR60	8.426551e-01	9.115090e-01	0.236719	2.928855e-01	1.000000e+00	1.369618	2	0	0
WDR61	3.332030e-01	7.200239e-01	0.687069	1.000000e+00	1.000000e+00	0.503048	0	0	0
WDR62	7.707757e-01	8.793118e-01	0.295754	4.178471e-01	1.000000e+00	0.814904	1	0	0
WDR63	1.629344e-01	6.355974e-01	0.831689	1.000000e+00	1.000000e+00	0.435313	0	0	0
WDR64	6.481178e-01	8.301494e-01	0.384967	4.919622e-01	1.000000e+00	0.700787	1	0	0
WDR65	9.257741e-01	9.555685e-01	0.142404	3.961213e-02	1.000000e+00	3.869205	2	1	0
WDR66	6.157006e-02	4.782633e-01	1.468550	2.183542e-01	1.000000e+00	1.714917	0	1	1
WDR67	1.662917e-02	3.410989e-01	2.069812	6.037644e-01	1.000000e+00	0.073763	1	0	2
WDR7	1.526769e-01	6.299440e-01	0.847726	5.673578e-01	1.000000e+00	0.302932	1	0	1
WDR70	3.462624e-02	4.183387e-01	1.640826	1.000000e+00	1.000000e+00	0.193820	0	0	1
WDR72	5.808154e-01	7.906578e-01	0.533149	3.479392e-01	1.000000e+00	0.920922	3	0	1
WDR73	3.744634e-01	7.332144e-01	0.662834	1.000000e+00	1.000000e+00	0.515389	0	0	0
WDR74	9.456784e-01	9.659644e-01	0.124089	1.469552e-01	1.000000e+00	2.320316	3	0	0
WDR75	1.911461e-01	6.559907e-01	0.798110	1.000000e+00	1.000000e+00	0.450179	0	0	0
WDR76	2.640666e-01	6.926738e-01	0.729589	1.000000e+00	1.000000e+00	0.482107	0	0	0
WDR77	6.813815e-02	4.922085e-01	1.434536	1.000000e+00	1.000000e+00	0.238226	0	0	1
WDR78	6.481178e-01	8.301494e-01	0.393795	5.019108e-01	1.000000e+00	0.693908	1	0	0
WDR81	7.149148e-01	8.573466e-01	0.335547	3.142791e-01	1.000000e+00	1.209529	3	0	1
WDR82	2.356334e-01	6.802248e-01	0.740141	1.000000e+00	1.000000e+00	0.477047	0	0	0
WDR83	7.433069e-01	8.667271e-01	0.303795	4.178471e-01	1.000000e+00	0.805836	1	0	0
WDR83OS	2.964874e-01	7.072503e-01	0.706360	1.000000e+00	1.000000e+00	0.493437	0	0	0
WDR85	8.214472e-01	9.007833e-01	0.249355	3.536733e-01	1.000000e+00	0.919657	1	0	0
WDR86	9.456784e-01	9.659644e-01	0.137378	2.183542e-01	1.000000e+00	1.705167	2	0	0
WDR87	1.911461e-01	6.559907e-01	0.797876	1.000000e+00	1.000000e+00	0.450285	0	0	0
WDR88	2.356334e-01	6.802248e-01	0.756995	1.000000e+00	1.000000e+00	0.469074	0	0	0
WDR89	1.911461e-01	6.559907e-01	0.794486	1.000000e+00	1.000000e+00	0.451814	0	0	0
WDR90	6.119397e-01	8.091285e-01	0.441754	4.351191e-01	1.000000e+00	0.791608	2	0	1
WDR91	4.161488e-01	7.441879e-01	0.658189	1.000000e+00	1.000000e+00	0.517788	0	0	0
WDR92	2.964874e-01	7.072503e-01	0.711167	1.000000e+00	1.000000e+00	0.491071	0	0	0
WDR93	1.911461e-01	6.559907e-01	0.793073	1.917229e-01	1.000000e+00	1.950213	1	1	1
WDR96	6.481178e-01	8.301494e-01	0.394849	2.374281e-01	1.000000e+00	1.600399	5	0	1
WDSUB1	6.674131e-01	8.386357e-01	0.377875	4.919622e-01	1.000000e+00	0.704859	1	0	0
WDTC1	3.744634e-01	7.332144e-01	0.672381	1.000000e+00	1.000000e+00	0.510491	0	0	0
WDYHV1	1.629344e-01	6.355974e-01	0.828376	1.000000e+00	1.000000e+00	0.436758	0	0	0
WEE1	6.893139e-01	8.473318e-01	0.347362	4.656220e-01	1.000000e+00	0.750877	1	0	0
WEE2	1.193096e-01	5.919812e-01	0.966461	5.876710e-01	1.000000e+00	0.258165	1	0	1
WEE2-AS1	4.161488e-01	7.441879e-01	0.658799	1.000000e+00	1.000000e+00	0.517472	0	0	0
WFDC1	5.492250e-01	7.791923e-01	0.574959	1.000000e+00	1.000000e+00	0.562728	0	0	0
WFDC10A	4.558074e-01	7.535294e-01	0.634288	1.000000e+00	1.000000e+00	0.530313	0	0	0
WFDC10B	8.794957e-03	2.713499e-01	2.481357	1.000000e+00	1.000000e+00	0.083630	0	0	2
WFDC11	1.748152e-01	6.455193e-01	0.810222	2.079039e-01	1.000000e+00	1.797599	0	1	0
WFDC12	4.161488e-01	7.441879e-01	0.658883	1.469552e-01	1.000000e+00	2.329839	0	1	0
WFDC13	6.674131e-01	8.386357e-01	0.375156	4.795868e-01	1.000000e+00	0.725458	1	0	0
WFDC2	1.373942e-01	6.154548e-01	0.889301	5.757348e-01	1.000000e+00	0.297272	1	0	1
WFDC3	3.744634e-01	7.332144e-01	0.669532	1.000000e+00	1.000000e+00	0.511948	0	0	0
WFDC5	4.161488e-01	7.441879e-01	0.657631	1.000000e+00	1.000000e+00	0.518077	0	0	0
WFDC8	9.419801e-02	5.440285e-01	1.211357	5.915193e-01	1.000000e+00	0.210249	1	0	1
WFDC9	1.911461e-01	6.559907e-01	0.787594	1.000000e+00	1.000000e+00	0.454938	0	0	0
WFIKKN1	6.470945e-02	4.864546e-01	1.440559	1.000000e+00	1.000000e+00	0.236795	0	0	1
WFIKKN2	9.456784e-01	9.659644e-01	0.134103	1.637648e-01	1.000000e+00	2.184088	3	0	0
WFS1	5.442873e-02	4.679717e-01	1.516420	1.000000e+00	1.000000e+00	0.219496	0	0	1
WHAMM	3.744634e-01	7.332144e-01	0.676016	1.000000e+00	1.000000e+00	0.508640	0	0	0
WHSC1	4.927997e-01	7.643207e-01	0.619240	5.158006e-01	1.000000e+00	0.655147	2	0	1
WHSC1L1	2.620272e-02	3.863349e-01	1.743161	1.000000e+00	1.000000e+00	0.174966	0	0	1
WIBG	4.161488e-01	7.441879e-01	0.645061	1.000000e+00	1.000000e+00	0.524631	0	0	0
WIF1	7.433069e-01	8.667271e-01	0.309214	4.178471e-01	1.000000e+00	0.811706	1	0	0
WIPF1	5.492250e-01	7.791923e-01	0.562234	1.000000e+00	1.000000e+00	0.569934	0	0	0
WIPF2	5.492250e-01	7.791923e-01	0.562691	4.795868e-01	1.000000e+00	0.733231	3	0	2
WIPF3	8.622647e-01	9.215593e-01	0.211265	3.479392e-01	1.000000e+00	0.936339	1	0	0
WIPI1	4.161488e-01	7.441879e-01	0.650640	1.000000e+00	1.000000e+00	0.521712	0	0	0
WIPI2	7.707757e-01	8.793118e-01	0.280293	3.862727e-01	1.000000e+00	0.840772	1	0	0
WISP1	5.084110e-02	4.597868e-01	1.530687	6.010786e-01	1.000000e+00	0.116194	1	0	2
WISP2	5.250759e-01	7.728329e-01	0.580603	1.000000e+00	1.000000e+00	0.559561	0	0	0
WISP3	4.161488e-01	7.441879e-01	0.655865	1.268063e-01	1.000000e+00	2.514272	0	1	0
WIZ	1.328440e-02	3.123006e-01	2.267541	1.000000e+00	1.000000e+00	0.103567	0	0	2
WLS	7.149148e-01	8.573466e-01	0.336017	4.509465e-01	1.000000e+00	0.770088	1	0	0
WNK1	9.257741e-01	9.555685e-01	0.145890	2.374281e-01	1.000000e+00	1.615642	2	0	0
WNK2	1.315386e-01	6.078980e-01	0.909712	5.323512e-01	1.000000e+00	0.559912	4	0	3
WNK3	6.119397e-01	8.091285e-01	0.451957	2.469410e-01	1.000000e+00	1.571474	7	0	2
WNK4	5.492250e-01	7.791923e-01	0.562021	3.536733e-01	1.000000e+00	0.919966	4	0	2
WNT1	7.433069e-01	8.667271e-01	0.306922	4.178471e-01	1.000000e+00	0.812104	1	0	0
WNT10A	9.648666e-01	9.775402e-01	0.116874	1.492446e-01	1.000000e+00	2.308816	3	0	0
WNT10B	6.674131e-01	8.386357e-01	0.373810	9.522483e-02	1.000000e+00	2.835591	2	1	1
WNT11	4.558074e-01	7.535294e-01	0.636542	1.000000e+00	1.000000e+00	0.529119	0	0	0
WNT16	3.332030e-01	7.200239e-01	0.682417	1.000000e+00	1.000000e+00	0.505394	0	0	0
WNT2	2.964874e-01	7.072503e-01	0.700376	1.000000e+00	1.000000e+00	0.496399	0	0	0
WNT2B	7.975160e-01	8.903902e-01	0.264133	3.730437e-01	1.000000e+00	0.878982	1	0	0
WNT3	4.161488e-01	7.441879e-01	0.649733	1.000000e+00	1.000000e+00	0.522185	0	0	0
WNT3A	4.927997e-01	7.643207e-01	0.608370	5.019108e-01	1.000000e+00	0.694312	2	0	1
WNT4	4.558074e-01	7.535294e-01	0.639031	1.000000e+00	1.000000e+00	0.527803	0	0	0
WNT5A	6.893139e-01	8.473318e-01	0.349287	4.509465e-01	1.000000e+00	0.767244	1	0	0
WNT5B	3.332030e-01	7.200239e-01	0.680349	1.000000e+00	1.000000e+00	0.506440	0	0	0
WNT6	4.927997e-01	7.643207e-01	0.605763	1.000000e+00	1.000000e+00	0.545658	0	0	0
WNT7A	6.212811e-01	8.156445e-01	0.427374	3.227705e-01	1.000000e+00	1.139843	3	0	1
WNT7B	8.622647e-01	9.215593e-01	0.203735	2.573110e-01	1.000000e+00	1.531936	2	0	0
WNT8A	2.111790e-01	6.655186e-01	0.766872	1.000000e+00	1.000000e+00	0.464464	0	0	0
WNT8B	1.442034e-01	6.216397e-01	0.879156	5.673578e-01	1.000000e+00	0.301975	1	0	1
WNT9A	9.040966e-01	9.432601e-01	0.176840	2.469410e-01	1.000000e+00	1.568461	2	0	0
